sales_key,date_key,customer_key,product_key,store_key,quantity,discount,sales_amount,profit
130,20240601,438,26,2,4,0.05,1045.0,252.84
131,20240502,639,11,3,1,0.05,1031.7,217.89
132,20250307,453,7,3,5,0.0,3730.0,709.5
133,20221116,976,10,2,5,0.1,5503.5,1084.83
134,20221031,819,23,1,5,0.1,4981.5,516.15
135,20250403,792,21,2,2,0.15,950.3,167.88
136,20231017,116,2,1,5,0.1,1588.5,191.4
137,20231112,265,19,2,2,0.1,2683.8,505.49
138,20250109,939,16,1,1,0.1,1343.7,337.22
139,20230706,507,28,1,2,0.15,1506.2,312.63
140,20221005,58,26,1,4,0.05,1045.0,256.75
141,20241020,552,22,3,4,0.15,1917.6,197.67
142,20251114,340,24,1,3,0.15,2172.6,632.7
143,20230523,822,7,2,5,0.15,3170.5,509.64
144,20251015,672,9,3,2,0.15,748.0,92.98
145,20220117,764,10,2,4,0.0,4892.0,1089.38
146,20220304,875,24,3,5,0.15,3621.0,884.96
147,20231227,898,8,2,2,0.05,465.5,132.38
148,20250809,507,7,3,1,0.15,634.1,124.39
149,20230108,820,2,3,2,0.1,635.4,139.42
150,20220608,649,25,3,1,0.1,20.7,5.6
151,20230504,393,14,1,1,0.1,1188.0,304.36
152,20221210,773,21,3,1,0.0,559.0,160.68
153,20251113,512,5,2,2,0.15,950.3,255.99
154,20241031,735,13,2,2,0.05,2224.9,418.95
155,20240510,973,11,2,1,0.1,977.4,178.7
156,20241104,716,21,2,5,0.05,2655.25,420.66
157,20240701,734,14,3,2,0.15,2244.0,334.88
158,20230725,778,8,3,3,0.0,735.0,209.81
159,20221208,435,6,2,4,0.0,2256.0,286.09
160,20231123,51,23,1,5,0.05,5258.25,1445.54
161,20241121,577,19,1,1,0.0,1491.0,156.17
162,20230330,984,17,1,1,0.05,781.85,146.45
163,20220903,63,17,2,1,0.05,781.85,133.74
164,20220201,479,22,2,1,0.05,535.8,59.02
165,20250313,271,15,3,3,0.05,3226.2,656.12
166,20220801,523,25,3,1,0.0,23.0,2.58
167,20221022,33,5,3,3,0.05,1593.15,375.65
168,20220321,206,6,1,3,0.1,1522.8,295.27
169,20230606,494,4,3,1,0.15,666.4,103.11
170,20240312,959,28,2,3,0.15,2259.3,522.66
171,20230920,845,24,1,2,0.1,1533.6,454.47
172,20231010,732,21,2,4,0.15,1900.6,223.98
173,20250426,978,28,1,5,0.1,3987.0,1188.82
174,20240508,496,9,1,1,0.1,396.0,65.4
175,20230208,766,20,2,1,0.0,939.0,263.18
176,20230102,299,30,1,5,0.1,166.5,19.59
177,20220615,284,13,1,3,0.1,3161.7,356.02
178,20231001,176,17,3,3,0.1,2222.1,295.47
179,20220929,283,7,3,1,0.0,746.0,181.75
180,20240529,471,2,3,4,0.1,1270.8,250.94
181,20251003,369,27,2,4,0.15,863.6,167.75
182,20220905,17,23,1,4,0.05,4206.6,816.56
183,20251030,54,6,1,3,0.05,1607.4,166.15
184,20231208,41,10,2,5,0.15,5197.75,1227.75
185,20230325,707,9,2,2,0.05,836.0,110.95
186,20230426,436,11,3,3,0.1,2932.2,868.15
187,20231227,192,24,2,4,0.05,3237.6,574.81
188,20240116,780,5,1,2,0.1,1006.2,172.41
189,20230105,802,28,1,1,0.0,886.0,215.05
190,20220611,344,16,2,1,0.05,1418.35,220.3
191,20230920,955,22,2,3,0.15,1438.2,351.3
192,20240909,79,24,2,3,0.0,2556.0,341.61
193,20231015,980,7,2,5,0.15,3170.5,375.87
194,20220827,622,2,2,1,0.05,335.35,70.66
195,20220528,2,14,1,5,0.15,5610.0,1278.36
196,20240722,781,2,2,3,0.15,900.15,219.21
197,20230708,157,8,3,4,0.1,882.0,231.06
198,20240816,113,9,2,1,0.1,396.0,68.31
199,20250713,83,4,3,1,0.1,705.6,82.32
200,20220227,796,22,3,2,0.0,1128.0,232.49
201,20240804,650,6,1,4,0.05,2143.2,343.03
202,20240303,614,8,2,3,0.0,735.0,98.93
203,20240711,79,26,3,5,0.0,1375.0,308.94
204,20240904,354,30,1,2,0.05,70.3,13.49
205,20240525,413,14,2,5,0.1,5940.0,1004.26
206,20230705,707,17,3,1,0.1,740.7,85.94
207,20250429,246,9,2,4,0.1,1584.0,228.02
208,20240129,892,17,3,1,0.15,699.55,144.32
209,20230922,822,3,3,2,0.0,1820.0,502.21
210,20240101,986,21,1,4,0.15,1900.6,427.65
211,20220107,954,21,2,4,0.1,2012.4,369.21
212,20250429,123,6,1,2,0.15,958.8,206.9
213,20241126,767,29,2,1,0.15,724.2,151.2
214,20250227,841,26,2,5,0.05,1306.25,358.58
215,20241125,598,2,1,3,0.0,1059.0,270.2
216,20240829,948,9,2,4,0.15,1496.0,176.47
217,20240120,722,27,2,4,0.0,1016.0,291.47
218,20251103,685,7,1,3,0.1,2014.2,375.37
219,20250117,577,14,2,5,0.15,5610.0,616.3
220,20240131,380,27,3,1,0.1,228.6,42.84
221,20220115,108,2,2,4,0.15,1200.2,350.38
222,20250324,480,8,2,1,0.05,232.75,45.9
223,20220301,644,4,2,1,0.15,666.4,78.27
224,20240330,974,20,1,5,0.1,4225.5,801.85
225,20250214,433,12,2,3,0.1,2589.3,319.0
226,20240727,554,20,2,1,0.1,845.1,135.18
227,20250419,486,1,3,3,0.15,2358.75,669.85
228,20220810,730,20,1,4,0.05,3568.2,1060.95
229,20240824,160,10,2,3,0.15,3118.65,866.7
230,20220918,924,3,1,4,0.15,3094.0,472.03
231,20220423,477,29,1,4,0.15,2896.8,405.47
232,20230212,740,13,3,4,0.1,4215.6,458.61
233,20250519,362,6,3,3,0.15,1438.2,249.2
234,20250423,629,18,2,4,0.1,1573.2,224.66
235,20230328,936,1,2,2,0.05,1757.5,286.94
236,20240905,499,11,3,5,0.05,5158.5,1171.52
237,20231214,319,1,2,1,0.05,878.75,112.84
238,20230624,513,10,3,3,0.0,3669.0,530.34
239,20221114,825,26,1,5,0.05,1306.25,188.88
240,20221017,457,16,3,4,0.0,5972.0,1091.85
241,20220520,661,8,3,3,0.15,624.75,109.71
242,20230810,117,3,1,2,0.05,1729.0,297.86
243,20220114,991,25,3,1,0.05,21.85,6.04
244,20220818,919,20,1,2,0.05,1784.1,229.88
245,20220909,332,13,3,5,0.05,5562.25,575.52
246,20250822,809,17,2,1,0.0,823.0,144.22
247,20241102,737,3,2,4,0.1,3276.0,709.48
248,20240213,175,30,3,5,0.1,166.5,46.74
249,20240114,603,22,3,5,0.1,2538.0,424.13
250,20251220,404,26,2,1,0.0,275.0,54.56
251,20231024,152,3,2,3,0.05,2593.5,429.22
252,20250206,437,22,1,5,0.0,2820.0,499.99
253,20220904,864,30,1,5,0.05,175.75,26.44
254,20241229,51,13,3,1,0.05,1112.45,238.99
255,20240826,874,6,2,2,0.0,1128.0,196.51
256,20220419,993,1,1,1,0.1,832.5,218.66
257,20240501,334,27,3,2,0.1,457.2,82.14
258,20221112,968,21,2,2,0.05,1062.1,308.68
259,20230131,667,3,1,2,0.15,1547.0,299.3
260,20230920,344,5,3,1,0.15,475.15,129.61
261,20231005,706,8,2,4,0.05,931.0,148.42
262,20250701,325,25,3,2,0.15,39.1,7.79
263,20240610,779,27,3,2,0.1,457.2,133.09
264,20250116,859,19,1,2,0.0,2982.0,713.75
265,20250607,842,3,1,3,0.1,2457.0,581.76
266,20240926,807,21,1,5,0.15,2375.75,590.52
267,20240813,235,20,2,2,0.0,1878.0,286.42
268,20240819,126,28,1,1,0.15,753.1,192.04
269,20230515,228,27,3,2,0.15,431.8,122.31
270,20220429,638,8,1,5,0.1,1102.5,172.24
271,20240305,361,1,2,4,0.0,3700.0,488.41
272,20250801,764,15,1,1,0.15,962.2,247.64
273,20230611,728,29,3,5,0.1,3834.0,554.12
274,20220707,353,18,3,5,0.05,2075.75,610.68
275,20240719,20,12,1,2,0.05,1822.1,351.93
276,20240115,319,29,3,5,0.15,3621.0,1039.24
277,20231008,729,5,1,2,0.15,950.3,189.85
278,20250613,334,22,3,3,0.15,1438.2,328.72
279,20220817,418,23,3,5,0.1,4981.5,544.56
280,20240703,398,23,3,3,0.0,3321.0,804.1
281,20220121,164,18,2,3,0.05,1245.45,295.97
282,20220801,531,4,2,3,0.05,2234.4,483.5
283,20230224,334,28,1,1,0.0,886.0,209.06
284,20251202,995,4,3,5,0.15,3332.0,380.57
285,20230906,793,10,1,5,0.1,5503.5,1112.53
286,20250126,952,13,2,4,0.0,4684.0,835.27
287,20221008,327,9,3,4,0.15,1496.0,393.45
288,20241121,440,2,1,2,0.0,706.0,111.59
289,20240124,813,29,1,1,0.0,852.0,168.9
290,20221219,708,24,1,3,0.0,2556.0,624.2
291,20250423,341,27,1,2,0.15,431.8,93.91
292,20251209,50,15,2,3,0.05,3226.2,899.25
293,20230427,416,12,3,3,0.0,2877.0,630.71
294,20240110,644,6,2,2,0.05,1071.6,134.16
295,20220901,62,10,3,4,0.1,4402.8,1004.89
296,20220320,20,15,1,4,0.05,4301.6,921.98
297,20230510,401,22,2,3,0.15,1438.2,397.33
298,20230607,825,5,1,4,0.0,2236.0,368.13
299,20230201,598,30,2,1,0.05,35.15,9.26
300,20240311,387,26,1,1,0.0,275.0,53.42
301,20230301,408,9,1,4,0.0,1760.0,441.51
302,20250115,199,6,3,4,0.05,2143.2,376.27
303,20220206,418,9,1,5,0.05,2090.0,448.33
304,20221112,943,12,1,5,0.15,4075.75,749.59
305,20221231,85,28,3,5,0.15,3765.5,382.32
306,20250425,959,25,3,5,0.0,115.0,21.21
307,20240926,168,29,3,2,0.1,1533.6,386.9
308,20230826,943,29,3,2,0.05,1618.8,193.14
309,20250405,698,6,2,5,0.0,2820.0,330.35
310,20220401,158,4,1,3,0.05,2234.4,227.85
311,20231226,597,23,2,2,0.1,1992.6,375.47
312,20251209,723,11,2,1,0.15,923.1,214.82
313,20250922,633,16,2,1,0.0,1493.0,360.29
314,20241029,891,22,3,1,0.0,564.0,101.25
315,20231008,527,16,3,4,0.1,5374.8,1045.95
316,20220216,470,15,3,4,0.1,4075.2,1104.59
317,20250625,942,22,1,5,0.15,2397.0,703.69
318,20220903,215,21,2,1,0.1,503.1,54.29
319,20250428,376,7,2,1,0.05,708.7,182.07
320,20250405,617,1,3,4,0.1,3330.0,853.79
321,20220719,546,13,1,5,0.05,5562.25,660.6
322,20221101,444,1,3,1,0.0,925.0,139.68
323,20250929,480,5,3,4,0.05,2124.2,433.68
324,20251010,741,4,2,4,0.05,2979.2,415.25
325,20220817,11,16,2,4,0.1,5374.8,958.72
326,20240110,782,19,2,5,0.15,6336.75,1796.83
327,20230401,394,29,1,2,0.1,1533.6,206.14
328,20250320,961,28,3,4,0.15,3012.4,859.0
329,20250329,172,5,1,4,0.05,2124.2,578.59
330,20240613,891,2,3,1,0.1,317.7,52.31
331,20240706,946,6,3,5,0.0,2820.0,500.63
332,20221113,970,14,1,5,0.15,5610.0,1386.99
333,20230125,356,23,3,1,0.1,996.3,209.19
334,20231227,411,13,3,2,0.0,2342.0,630.05
335,20230325,376,1,3,1,0.15,786.25,137.22
336,20220301,740,3,2,5,0.05,4322.5,676.19
337,20231026,781,17,1,4,0.1,2962.8,846.35
338,20250301,315,15,2,3,0.05,3226.2,518.1
339,20230604,252,22,3,5,0.05,2679.0,662.16
340,20240506,702,12,3,3,0.05,2733.15,580.66
341,20240706,347,12,1,4,0.0,3836.0,793.04
342,20240712,274,15,1,5,0.1,5094.0,1504.62
343,20251119,583,27,3,3,0.0,762.0,175.57
344,20250930,564,12,3,3,0.05,2733.15,273.94
345,20240301,386,13,3,1,0.1,1053.9,164.63
346,20230713,458,7,2,2,0.0,1492.0,362.15
347,20220411,190,24,1,4,0.1,3067.2,343.73
348,20250823,29,29,2,3,0.0,2556.0,529.28
349,20231013,218,12,2,5,0.1,4315.5,811.2
350,20251002,216,13,1,4,0.1,4215.6,704.44
351,20230218,821,19,1,2,0.05,2832.9,529.16
352,20240105,627,28,2,4,0.1,3189.6,594.98
353,20230130,218,12,2,1,0.0,959.0,165.95
354,20251123,295,27,2,5,0.15,1079.5,177.5
355,20230914,177,8,2,4,0.15,833.0,237.55
356,20230725,754,29,2,5,0.15,3621.0,487.89
357,20240721,157,20,2,1,0.1,845.1,88.96
358,20220928,907,16,2,1,0.05,1418.35,306.73
359,20230713,206,17,2,1,0.15,699.55,124.9
360,20250504,547,27,2,4,0.1,914.4,123.98
361,20240216,790,28,1,4,0.05,3366.8,536.33
362,20240627,373,7,1,1,0.15,634.1,111.5
363,20220225,928,30,2,2,0.05,70.3,11.75
364,20231008,543,7,2,4,0.1,2685.6,715.37
365,20250824,495,7,1,1,0.1,671.4,177.79
366,20250117,314,6,2,1,0.0,564.0,156.54
367,20250916,202,22,3,3,0.05,1607.4,296.28
368,20240229,877,4,2,2,0.0,1568.0,266.26
369,20220103,984,30,2,1,0.0,37.0,9.43
370,20220406,541,12,3,1,0.05,911.05,228.16
371,20250609,489,16,3,4,0.05,5673.4,1281.05
372,20230406,461,21,1,3,0.1,1509.3,392.2
373,20220423,865,21,1,5,0.1,2515.5,626.63
374,20220621,588,27,1,2,0.1,457.2,133.32
375,20220222,365,13,2,5,0.15,4976.75,1055.14
376,20251114,405,30,3,5,0.05,175.75,48.98
377,20240823,739,4,1,5,0.05,3724.0,621.7
378,20220717,220,15,1,3,0.0,3396.0,413.38
379,20230707,806,20,2,5,0.15,3990.75,933.61
380,20230705,99,8,1,5,0.15,1041.25,131.83
381,20221229,316,15,3,2,0.15,1924.4,570.88
382,20240714,771,15,1,4,0.0,4528.0,1078.69
383,20250812,357,6,3,1,0.05,535.8,94.57
384,20240519,167,6,3,1,0.05,535.8,86.14
385,20240103,259,8,2,1,0.0,245.0,67.87
386,20250624,979,10,2,4,0.05,4647.4,1106.17
387,20230802,104,22,2,1,0.1,507.6,148.44
388,20240615,453,3,3,4,0.05,3458.0,639.49
389,20220623,119,7,3,2,0.1,1342.8,146.53
390,20230312,247,17,3,3,0.1,2222.1,236.78
391,20230921,899,15,1,2,0.0,2264.0,546.46
392,20240223,917,26,1,2,0.05,522.5,114.59
393,20250318,143,11,3,1,0.1,977.4,156.05
394,20221104,504,2,3,5,0.15,1500.25,400.9
395,20251216,449,8,3,1,0.05,232.75,39.31
396,20220513,42,16,3,1,0.0,1493.0,240.8
397,20240709,9,18,3,1,0.0,437.0,90.82
398,20231002,252,19,3,3,0.15,3802.05,1121.85
399,20220904,29,17,1,2,0.0,1646.0,490.23
400,20230105,799,15,2,3,0.05,3226.2,866.73
401,20220924,514,3,3,3,0.0,2730.0,287.77
402,20240626,873,21,3,3,0.15,1425.45,421.26
403,20230304,938,24,2,1,0.0,852.0,111.24
404,20250612,862,17,3,4,0.1,2962.8,467.71
405,20230501,274,13,2,3,0.0,3513.0,617.24
406,20231004,667,24,3,1,0.05,809.4,161.47
407,20240313,670,14,1,5,0.15,5610.0,772.36
408,20240821,858,30,1,3,0.1,99.9,14.05
409,20240729,762,2,2,2,0.0,706.0,101.91
410,20240419,826,14,2,3,0.15,3366.0,999.32
411,20220724,71,26,1,2,0.15,467.5,70.49
412,20250526,333,18,2,4,0.1,1573.2,403.26
413,20220411,408,1,1,4,0.15,3145.0,712.19
414,20240321,596,26,1,5,0.15,1168.75,186.06
415,20240501,939,1,1,2,0.0,1850.0,379.16
416,20230425,676,16,2,3,0.05,4255.05,799.62
417,20230926,220,18,3,5,0.15,1857.25,520.18
418,20240527,623,5,2,3,0.05,1593.15,308.92
419,20221224,550,26,1,1,0.1,247.5,24.76
420,20250125,358,8,1,2,0.15,416.5,102.44
421,20240919,648,21,3,5,0.15,2375.75,243.09
422,20240102,815,21,1,2,0.15,950.3,264.1
423,20250421,184,10,1,1,0.05,1161.85,234.54
424,20230618,242,4,1,4,0.0,3136.0,656.06
425,20240307,98,19,3,4,0.0,5964.0,722.07
426,20230712,691,11,2,2,0.05,2063.4,414.64
427,20230214,203,6,1,5,0.05,2679.0,322.19
428,20240807,244,23,3,2,0.15,1881.9,341.5
429,20230919,10,14,2,4,0.05,5016.0,969.73
430,20220110,495,10,3,3,0.1,3302.1,499.23
431,20241030,516,15,3,2,0.0,2264.0,233.56
432,20220917,414,13,1,1,0.1,1053.9,247.6
433,20241106,436,26,3,3,0.1,742.5,169.66
434,20250202,316,22,1,5,0.1,2538.0,535.81
435,20230812,695,2,1,2,0.05,670.7,108.65
436,20231224,574,11,3,1,0.05,1031.7,111.12
437,20220106,607,11,2,4,0.0,4344.0,564.34
438,20250717,324,22,3,5,0.15,2397.0,606.14
439,20251026,970,13,1,1,0.05,1112.45,226.41
440,20221003,620,17,1,5,0.15,3497.75,804.55
441,20250819,142,2,2,3,0.0,1059.0,223.93
442,20220807,508,8,1,2,0.0,490.0,139.18
443,20251227,297,30,1,4,0.1,133.2,28.69
444,20250911,765,16,1,4,0.0,5972.0,1046.76
445,20230627,913,5,1,5,0.05,2655.25,307.48
446,20221106,512,21,3,3,0.05,1593.15,430.98
447,20220602,690,9,2,5,0.0,2200.0,421.6
448,20250528,758,22,2,4,0.0,2256.0,239.96
449,20220104,996,7,3,2,0.05,1417.4,289.73
450,20240528,904,27,2,3,0.05,723.9,120.64
451,20230504,206,25,1,3,0.15,58.65,7.79
452,20230404,717,4,2,1,0.1,705.6,74.66
453,20230110,173,24,3,3,0.0,2556.0,390.29
454,20240315,289,15,2,2,0.05,2150.8,605.78
455,20240816,226,18,2,4,0.15,1485.8,412.48
456,20241224,937,11,3,5,0.15,4615.5,883.23
457,20250524,664,17,3,4,0.15,2798.2,374.94
458,20221210,331,10,1,2,0.05,2323.7,659.85
459,20220521,370,17,2,2,0.0,1646.0,306.23
460,20230804,649,19,2,5,0.1,6709.5,1777.83
461,20221029,829,9,1,3,0.1,1188.0,315.95
462,20231109,122,2,3,3,0.0,1059.0,306.86
463,20230712,480,6,1,1,0.0,564.0,66.69
464,20251006,9,22,1,1,0.15,479.4,69.74
465,20230813,99,8,3,4,0.0,980.0,243.28
466,20240408,350,17,2,2,0.1,1481.4,224.84
467,20250806,538,18,2,4,0.05,1660.6,322.07
468,20240907,949,20,2,4,0.15,3192.6,880.66
469,20251030,155,30,1,4,0.15,125.8,30.5
470,20230511,118,26,2,4,0.05,1045.0,131.9
471,20240403,381,17,1,3,0.1,2222.1,514.53
472,20220425,268,23,3,5,0.15,4704.75,575.24
473,20220203,609,21,1,3,0.0,1677.0,280.98
474,20220512,161,13,2,3,0.05,3337.35,859.86
475,20250721,83,24,2,5,0.05,4047.0,956.82
476,20231101,726,28,3,2,0.05,1683.4,302.57
477,20230428,971,16,3,5,0.0,7465.0,1344.83
478,20230811,214,10,1,1,0.05,1161.85,182.18
479,20250826,735,7,2,4,0.1,2685.6,311.7
480,20220625,210,30,1,3,0.0,111.0,19.34
481,20241125,665,23,2,2,0.15,1881.9,382.59
482,20240124,822,29,2,4,0.1,3067.2,901.83
483,20250828,322,6,2,5,0.15,2397.0,470.61
484,20240318,610,2,2,1,0.1,317.7,52.97
485,20220319,77,4,2,1,0.0,784.0,109.39
486,20220301,492,14,1,2,0.0,2640.0,774.88
487,20220919,946,2,2,1,0.1,317.7,64.56
488,20230728,831,12,2,3,0.0,2877.0,371.38
489,20220310,761,14,1,4,0.15,4488.0,922.26
490,20240126,574,8,3,3,0.15,624.75,90.02
491,20241230,609,15,2,2,0.1,2037.6,265.27
492,20240211,680,6,2,3,0.05,1607.4,290.73
493,20250209,7,24,2,3,0.05,2428.2,292.22
494,20240715,265,12,3,2,0.0,1918.0,375.07
495,20240914,659,30,3,4,0.0,148.0,35.19
496,20251005,96,1,2,4,0.15,3145.0,755.57
497,20230829,186,22,1,4,0.15,1917.6,249.34
498,20250114,310,7,1,3,0.0,2238.0,499.05
499,20230702,942,22,3,1,0.05,535.8,152.61
500,20251125,312,3,2,5,0.05,4322.5,452.12
501,20240827,811,30,3,1,0.15,31.45,8.44
502,20220812,417,1,1,1,0.15,786.25,105.88
503,20240217,746,24,1,4,0.15,2896.8,723.53
504,20250208,121,11,1,5,0.15,4615.5,869.1
505,20221213,849,10,3,2,0.15,2079.1,512.23
506,20240826,992,9,2,4,0.05,1672.0,385.28
507,20230615,983,30,1,1,0.15,31.45,3.68
508,20230322,298,3,3,3,0.0,2730.0,713.5
509,20230924,482,28,1,3,0.05,2525.1,629.12
510,20250725,809,30,3,2,0.0,74.0,7.75
511,20251223,198,4,3,5,0.1,3528.0,1043.46
512,20240210,993,11,1,3,0.05,3095.1,559.71
513,20230829,313,24,1,5,0.1,3834.0,1106.8
514,20251024,32,12,3,4,0.0,3836.0,1101.09
515,20250214,608,24,3,4,0.1,3067.2,774.07
516,20221024,263,1,1,2,0.0,1850.0,538.36
517,20240530,111,30,1,5,0.0,185.0,44.66
518,20220901,633,23,3,2,0.15,1881.9,355.62
519,20221124,899,14,1,5,0.0,6600.0,1555.93
520,20230206,584,3,3,2,0.1,1638.0,359.34
